Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3067,58,Female,Skirt,Clothing,37,Michigan,L,Teal,Summer,4.4,No,Store Pickup,No,No,13,Venmo,Every 3 Months
3068,70,Female,Belt,Accessories,5,Missouri,S,Gray,Winter,3.2,No,Standard,No,No,2,Cash,Annually
3069,32,Female,Boots,Footwear,61,California,M,Indigo,Winter,4.5,No,Express,No,No,4,Debit Card,Annually
3070,62,Female,Jeans,Clothing,17,Delaware,L,Magenta,Fall,4.6,No,Store Pickup,No,No,17,Debit Card,Every 3 Months
3071,52,Female,Shoes,Footwear,86,Alabama,XL,Red,Spring,4.8,No,Next Day Air,No,No,43,PayPal,Weekly
3072,23,Female,Sweater,Clothing,44,New Hampshire,L,Turquoise,Spring,4.6,No,Store Pickup,No,No,6,PayPal,Quarterly
3073,26,Female,Jewelry,Accessories,93,New York,L,Peach,Winter,4.6,No,Express,No,No,46,PayPal,Weekly
3074,58,Female,Shirt,Clothing,19,Oregon,L,White,Spring,4.1,No,Next Day Air,No,No,7,Debit Card,Quarterly
3075,26,Female,Boots,Footwear,49,Massachusetts,L,Maroon,Spring,3.9,No,Next Day Air,No,No,34,Debit Card,Bi-Weekly
3076,54,Female,Shorts,Clothing,12,Utah,XL,Beige,Summer,3.8,No,Next Day Air,No,No,21,PayPal,Monthly
3077,66,Female,Handbag,Accessories,34,New Hampshire,M,Blue,Winter,4.2,No,Standard,No,No,13,Venmo,Every 3 Months
3078,60,Female,Sweater,Clothing,24,Illinois,S,Red,Winter,4.8,No,Store Pickup,No,No,33,Debit Card,Bi-Weekly
3079,32,Female,Belt,Accessories,18,Alaska,M,Blue,Fall,4.5,No,Next Day Air,No,No,24,Bank Transfer,Monthly
3080,48,Female,Belt,Accessories,18,Wyoming,M,Maroon,Summer,3.9,No,Free Shipping,No,No,4,Bank Transfer,Annually
3081,69,Female,Hoodie,Clothing,39,Colorado,L,Yellow,Winter,4.6,No,Next Day Air,No,No,5,Cash,Quarterly
3082,64,Female,Sneakers,Footwear,48,Vermont,L,Pink,Spring,4.5,No,Express,No,No,11,Credit Card,Every 3 Months
3083,56,Female,T-shirt,Clothing,54,Utah,M,Maroon,Fall,3.9,No,Next Day Air,No,No,20,Bank Transfer,Every 3 Months
3084,22,Female,Pants,Clothing,31,Illinois,S,Purple,Winter,3.6,No,Next Day Air,No,No,28,PayPal,Monthly
3085,46,Female,Scarf,Accessories,19,Idaho,S,Indigo,Fall,4.1,No,2-Day Shipping,No,No,43,PayPal,Weekly
3086,24,Female,Sweater,Clothing,18,Nevada,L,Gray,Fall,5.0,No,Next Day Air,No,No,10,Venmo,Quarterly
3087,47,Female,Handbag,Accessories,182,Utah,M,Lavender,Winter,4.8,No,Store Pickup,No,No,26,Venmo,Monthly
3088,62,Female,Shirt,Clothing,34,North Carolina,M,Charcoal,Fall,4.7,No,Next Day Air,No,No,29,Bank Transfer,Monthly
3089,34,Female,Dress,Clothing,54,Arkansas,M,Teal,Winter,3.7,No,Standard,No,No,35,Bank Transfer,Bi-Weekly
3090,50,Female,Sandals,Footwear,12,North Carolina,L,Blue,Summer,4.3,No,Express,No,No,23,Cash,Monthly
3091,29,Female,Shirt,Clothing,39,Texas,M,Peach,Fall,3.9,No,Free Shipping,No,No,15,Bank Transfer,Every 3 Months
3092,68,Female,Dress,Clothing,20,Nevada,L,Orange,Fall,4.8,No,Next Day Air,No,No,46,Credit Card,Weekly
3093,52,Female,Sunglasses,Accessories,15,Utah,L,Silver,Spring,3.8,No,Standard,No,No,14,Bank Transfer,Every 3 Months
3094,29,Female,Socks,Clothing,19,Pennsylvania,L,Red,Spring,4.4,No,Store Pickup,No,No,17,Cash,Every 3 Months
3095,22,Female,Sandals,Footwear,40,Georgia,M,Gray,Summer,4.9,No,Express,No,No,9,Cash,Quarterly
3096,62,Female,Hat,Accessories,7,Minnesota,S,Beige,Spring,3.0,No,Free Shipping,No,No,13,Venmo,Every 3 Months
3097,69,Female,Shirt,Clothing,38,Kansas,L,White,Winter,4.1,No,Free Shipping,No,No,20,Bank Transfer,Every 3 Months
3098,48,Female,Shoes,Footwear,184,Delaware,M,Silver,Winter,4.2,No,Free Shipping,No,No,39,Bank Transfer,Fortnightly
3099,66,Female,Pants,Clothing,41,New Mexico,L,Cyan,Spring,4.8,No,Next Day Air,No,No,50,Bank Transfer,Weekly
3100,42,Female,Shirt,Clothing,55,Michigan,S,Maroon,Summer,4.5,No,Express,No,No,21,Bank Transfer,Monthly
3101,50,Female,Hat,Accessories,19,Vermont,L,Purple,Winter,3.8,No,2-Day Shipping,No,No,3,Bank Transfer,Annually
3102,32,Female,Jewelry,Accessories,167,Idaho,S,Brown,Fall,4.8,No,Express,No,No,9,PayPal,Quarterly
3103,51,Female,Jacket,Outerwear,83,South Dakota,M,Green,Spring,4.6,No,Express,No,No,29,Cash,Monthly
3104,27,Female,Shirt,Clothing,13,Illinois,S,Peach,Winter,3.8,No,Free Shipping,No,No,42,Bank Transfer,Weekly
3105,43,Female,Pants,Clothing,12,Georgia,S,Turquoise,Winter,4.1,No,Standard,No,No,41,Debit Card,Weekly
3106,48,Female,Skirt,Clothing,44,Oregon,M,Olive,Spring,4.8,No,Next Day Air,No,No,17,Debit Card,Every 3 Months
3107,62,Female,Sandals,Footwear,60,Alabama,M,Yellow,Spring,4.7,No,Store Pickup,No,No,20,PayPal,Every 3 Months
3108,65,Female,Blouse,Clothing,54,Hawaii,L,Gray,Winter,4.9,No,Next Day Air,No,No,18,Credit Card,Every 3 Months
3109,50,Female,Socks,Clothing,7,Oregon,M,Purple,Winter,3.4,No,Store Pickup,No,No,7,PayPal,Quarterly
3110,60,Female,Jacket,Outerwear,71,Illinois,M,Gray,Fall,4.9,No,Express,No,No,47,Bank Transfer,Weekly
3111,19,Female,Handbag,Accessories,31,Texas,L,Lavender,Winter,4.4,No,Next Day Air,No,No,2,Bank Transfer,Annually
3112,21,Female,Belt,Accessories,8,Kansas,XL,Indigo,Summer,2.7,No,Store Pickup,No,No,25,Debit Card,Monthly
3113,19,Female,Blouse,Clothing,31,Texas,S,Green,Summer,3.9,No,Free Shipping,No,No,26,Venmo,Monthly
3114,46,Female,Shirt,Clothing,61,Nebraska,L,Green,Spring,4.7,No,Next Day Air,No,No,2,Debit Card,Annually
3115,21,Female,Handbag,Accessories,60,Arkansas,M,Olive,Spring,4.6,No,Express,No,No,45,Venmo,Weekly
3116,26,Female,Scarf,Accessories,17,South Dakota,M,Charcoal,Spring,3.9,No,2-Day Shipping,No,No,9,Bank Transfer,Quarterly
3117,50,Female,Coat,Outerwear,82,Montana,L,Gray,Spring,4.3,No,Next Day Air,No,No,1,Venmo,Annually
3118,43,Female,Hoodie,Clothing,64,Florida,M,Olive,Fall,3.6,No,Free Shipping,No,No,4,PayPal,Annually
3119,61,Female,Shorts,Clothing,49,Virginia,L,Blue,Summer,3.6,No,Next Day Air,No,No,31,Debit Card,Bi-Weekly
3120,63,Female,Sandals,Footwear,31,Louisiana,XL,Silver,Spring,4.8,No,Next Day Air,No,No,21,Credit Card,Monthly
3121,46,Female,Shirt,Clothing,50,Louisiana,M,Magenta,Winter,3.8,No,Free Shipping,No,No,32,Debit Card,Bi-Weekly
3122,63,Female,Hoodie,Clothing,30,Louisiana,L,Black,Spring,3.7,No,Standard,No,No,16,Venmo,Every 3 Months
3123,23,Female,Socks,Clothing,6,Georgia,M,Pink,Summer,2.5,No,Standard,No,No,34,Credit Card,Bi-Weekly
3124,57,Female,Handbag,Accessories,101,Iowa,XL,Red,Summer,4.7,No,Express,No,No,40,Venmo,Fortnightly
3125,57,Female,Jewelry,Accessories,94,California,M,Peach,Winter,4.4,No,Express,No,No,4,Cash,Annually
3126,33,Female,Coat,Outerwear,137,Oregon,L,Lavender,Fall,4.9,No,Express,No,No,3,Cash,Annually
3127,57,Female,Sunglasses,Accessories,10,Maine,L,Lavender,Summer,3.1,No,Standard,No,No,28,Bank Transfer,Monthly
3128,55,Female,Gloves,Accessories,16,Louisiana,M,Beige,Fall,5.0,No,Express,No,No,43,Credit Card,Weekly
3129,65,Female,Jacket,Outerwear,39,Arkansas,S,Indigo,Fall,4.1,No,Free Shipping,No,No,20,Cash,Every 3 Months
3130,60,Female,Sandals,Footwear,50,Maryland,S,Cyan,Summer,3.9,No,Free Shipping,No,No,40,Venmo,Fortnightly
3131,52,Female,Pants,Clothing,27,Vermont,M,Yellow,Summer,4.7,No,Store Pickup,No,No,34,Venmo,Bi-Weekly
3132,34,Female,Jacket,Outerwear,104,North Dakota,M,Peach,Fall,4.7,No,Express,No,No,11,Bank Transfer,Every 3 Months
3133,33,Female,Sweater,Clothing,15,Michigan,M,Yellow,Winter,4.0,No,Free Shipping,No,No,26,Cash,Monthly
3134,58,Female,T-shirt,Clothing,70,Arkansas,M,Orange,Summer,3.6,No,Next Day Air,No,No,29,Cash,Monthly
3135,35,Female,Boots,Footwear,34,Kentucky,L,Gray,Spring,4.5,No,Express,No,No,47,Bank Transfer,Weekly
3136,68,Female,Shoes,Footwear,55,Indiana,L,Yellow,Fall,3.8,No,Standard,No,No,48,Venmo,Weekly
3137,58,Female,Skirt,Clothing,39,Minnesota,M,Gray,Summer,4.2,No,Next Day Air,No,No,29,Cash,Monthly
3138,34,Female,Coat,Outerwear,138,Louisiana,M,Turquoise,Spring,4.9,No,Next Day Air,No,No,14,Bank Transfer,Every 3 Months
3139,47,Female,Blouse,Clothing,50,Kentucky,L,Gray,Winter,3.8,No,Next Day Air,No,No,40,Cash,Fortnightly
3140,35,Female,Sunglasses,Accessories,8,Georgia,M,Olive,Fall,2.6,No,Free Shipping,No,No,4,Venmo,Annually
3141,34,Female,Gloves,Accessories,15,Alaska,XL,Peach,Fall,3.8,No,Standard,No,No,37,Bank Transfer,Fortnightly
3142,36,Female,Sunglasses,Accessories,9,Mississippi,S,Peach,Summer,3.1,No,Standard,No,No,47,Credit Card,Weekly
3143,23,Female,Sneakers,Footwear,39,Kansas,L,Magenta,Summer,3.6,No,Next Day Air,No,No,1,Venmo,Annually
3144,68,Female,Hoodie,Clothing,32,Arizona,M,Purple,Spring,4.8,No,Store Pickup,No,No,26,Cash,Monthly
3145,23,Female,Boots,Footwear,41,Maine,L,Beige,Winter,4.0,No,Standard,No,No,12,Debit Card,Every 3 Months
3146,57,Female,Handbag,Accessories,174,Texas,XL,Purple,Summer,4.7,No,Express,No,No,16,PayPal,Every 3 Months
3147,21,Female,Shirt,Clothing,35,Virginia,S,Yellow,Summer,4.7,No,Express,No,No,19,PayPal,Every 3 Months
3148,45,Female,Sweater,Clothing,62,North Dakota,M,Pink,Winter,4.5,No,Next Day Air,No,No,21,Credit Card,Monthly
3149,37,Female,Shorts,Clothing,48,West Virginia,L,Purple,Spring,3.8,No,Free Shipping,No,No,15,Venmo,Every 3 Months
3150,18,Female,Belt,Accessories,4,North Carolina,M,Lavender,Winter,3.1,No,Standard,No,No,9,Venmo,Quarterly
3151,55,Female,Blouse,Clothing,11,Georgia,M,Peach,Fall,3.0,No,Store Pickup,No,No,7,Bank Transfer,Quarterly
3152,52,Female,T-shirt,Clothing,65,New Mexico,L,Orange,Fall,3.7,No,Standard,No,No,47,Bank Transfer,Weekly
3153,49,Female,Belt,Accessories,13,North Carolina,M,Red,Spring,4.3,No,Store Pickup,No,No,17,PayPal,Every 3 Months
3154,56,Female,Socks,Clothing,16,Alabama,L,Red,Fall,3.6,No,Free Shipping,No,No,46,Venmo,Weekly
3155,27,Female,Belt,Accessories,10,Connecticut,M,Gold,Winter,2.8,No,Free Shipping,No,No,32,Cash,Bi-Weekly
3156,22,Female,Handbag,Accessories,70,Montana,M,Brown,Spring,4.9,No,Next Day Air,No,No,34,Cash,Bi-Weekly
3157,18,Female,Shirt,Clothing,20,Montana,M,Black,Summer,4.8,No,Express,No,No,18,Cash,Every 3 Months
3158,21,Female,Belt,Accessories,7,Maine,L,Red,Summer,2.6,No,Standard,No,No,5,Debit Card,Quarterly
3159,30,Female,Jewelry,Accessories,101,Mississippi,M,Gray,Summer,4.9,No,Store Pickup,No,No,44,Credit Card,Weekly
3160,62,Female,Hat,Accessories,3,Louisiana,L,Pink,Fall,2.5,No,Store Pickup,No,No,4,Bank Transfer,Annually
3161,28,Female,Backpack,Accessories,49,Nebraska,XL,Turquoise,Fall,4.7,No,Store Pickup,No,No,37,Cash,Fortnightly
3162,66,Female,Dress,Clothing,62,Massachusetts,S,Charcoal,Spring,3.9,No,2-Day Shipping,No,No,43,Cash,Weekly
3163,66,Female,Shoes,Footwear,53,Wisconsin,L,Blue,Winter,3.8,No,Standard,No,No,28,Bank Transfer,Monthly
3164,49,Female,Pants,Clothing,50,Nebraska,XL,Turquoise,Spring,3.5,No,2-Day Shipping,No,No,36,Cash,Fortnightly
3165,40,Female,Dress,Clothing,51,Arizona,L,Silver,Summer,4.8,No,Next Day Air,No,No,16,Credit Card,Every 3 Months
3166,49,Female,Jacket,Outerwear,149,Hawaii,M,Lavender,Winter,4.4,No,Store Pickup,No,No,38,Bank Transfer,Fortnightly
3167,19,Female,Shirt,Clothing,48,Georgia,M,Gold,Winter,4.1,No,Standard,No,No,37,Bank Transfer,Fortnightly
3168,24,Female,Dress,Clothing,16,Oregon,M,Blue,Summer,4.1,No,Free Shipping,No,No,9,Cash,Quarterly
3169,31,Female,Jeans,Clothing,46,Montana,M,Orange,Winter,4.0,No,Free Shipping,No,No,14,PayPal,Every 3 Months
3170,35,Female,T-shirt,Clothing,41,Georgia,M,White,Fall,4.6,No,Next Day Air,No,No,3,Venmo,Annually
3171,65,Female,Sunglasses,Accessories,8,Rhode Island,XL,Charcoal,Summer,2.6,No,Store Pickup,No,No,10,Credit Card,Quarterly
3172,68,Female,Jewelry,Accessories,33,Tennessee,M,Maroon,Spring,3.6,No,Free Shipping,No,No,26,Bank Transfer,Monthly
3173,57,Female,Socks,Clothing,7,Missouri,M,Olive,Winter,2.8,No,Free Shipping,No,No,30,Debit Card,Monthly
3174,69,Female,Skirt,Clothing,31,Washington,L,Teal,Spring,4.9,No,Express,No,No,32,PayPal,Bi-Weekly
3175,45,Female,Pants,Clothing,69,Oklahoma,L,Orange,Spring,4.5,No,Store Pickup,No,No,35,PayPal,Bi-Weekly
3176,35,Female,Socks,Clothing,13,Connecticut,M,Maroon,Winter,4.5,No,Store Pickup,No,No,26,Debit Card,Monthly
3177,36,Female,Sandals,Footwear,35,Arkansas,XL,Turquoise,Spring,4.5,No,Store Pickup,No,No,39,Credit Card,Fortnightly
3178,55,Female,Belt,Accessories,18,Missouri,L,Beige,Fall,4.7,No,Store Pickup,No,No,31,Credit Card,Bi-Weekly
3179,66,Female,Sandals,Footwear,70,Washington,L,Beige,Spring,3.7,No,Standard,No,No,28,Credit Card,Monthly
3180,57,Female,Shorts,Clothing,59,Idaho,M,Olive,Summer,5.0,No,Next Day Air,No,No,12,Debit Card,Every 3 Months
3181,18,Female,Handbag,Accessories,49,Montana,L,Turquoise,Summer,3.8,No,Free Shipping,No,No,46,PayPal,Weekly
3182,31,Female,Jacket,Outerwear,121,Montana,M,Charcoal,Winter,4.6,No,Express,No,No,27,PayPal,Monthly
3183,50,Female,Sunglasses,Accessories,13,Georgia,L,Green,Summer,3.7,No,Free Shipping,No,No,4,Credit Card,Annually
3184,50,Female,Sneakers,Footwear,63,Mississippi,M,Green,Summer,4.2,No,Free Shipping,No,No,14,Cash,Every 3 Months
3185,61,Female,Sweater,Clothing,69,Hawaii,L,Green,Fall,3.6,No,2-Day Shipping,No,No,30,Venmo,Monthly
3186,52,Female,Skirt,Clothing,64,Ohio,L,Gold,Summer,4.4,No,Next Day Air,No,No,6,PayPal,Quarterly
3187,38,Female,Jewelry,Accessories,90,Virginia,S,Cyan,Summer,4.8,No,Next Day Air,No,No,43,Venmo,Weekly
3188,67,Female,Blouse,Clothing,65,Texas,L,Indigo,Summer,4.1,No,Next Day Air,No,No,28,Debit Card,Monthly
3189,42,Female,Blouse,Clothing,12,Vermont,M,Lavender,Spring,4.9,No,Next Day Air,No,No,39,Bank Transfer,Fortnightly
3190,25,Female,Boots,Footwear,64,Kansas,M,Beige,Fall,3.8,No,Free Shipping,No,No,30,PayPal,Monthly
3191,41,Female,Jeans,Clothing,49,California,S,Purple,Fall,4.7,No,Express,No,No,5,Credit Card,Quarterly
3192,62,Female,Hoodie,Clothing,43,Mississippi,XL,Maroon,Winter,4.6,No,Express,No,No,42,Credit Card,Weekly
3193,19,Female,Sweater,Clothing,18,Iowa,S,Maroon,Fall,4.9,No,Express,No,No,20,Cash,Every 3 Months
3194,63,Female,Gloves,Accessories,6,Virginia,L,Teal,Fall,3.2,No,Store Pickup,No,No,35,Credit Card,Bi-Weekly
3195,43,Female,Sneakers,Footwear,49,Maryland,L,Gold,Spring,3.5,No,Next Day Air,No,No,10,Credit Card,Quarterly
3196,68,Female,Sunglasses,Accessories,8,Missouri,S,Red,Summer,2.6,No,Free Shipping,No,No,36,Credit Card,Fortnightly
3197,24,Female,Belt,Accessories,5,Wisconsin,L,Maroon,Fall,3.0,No,Store Pickup,No,No,21,Debit Card,Monthly
3198,27,Female,Sweater,Clothing,42,Maine,M,Teal,Spring,4.6,No,Store Pickup,No,No,29,Credit Card,Monthly
3199,61,Female,Gloves,Accessories,8,Pennsylvania,L,Peach,Winter,2.8,No,Standard,No,No,39,Debit Card,Fortnightly
3200,59,Female,Handbag,Accessories,147,Maine,XL,Pink,Winter,4.3,No,Next Day Air,No,No,16,PayPal,Every 3 Months
3201,67,Female,Socks,Clothing,5,Missouri,L,Black,Winter,3.3,No,Store Pickup,No,No,32,Credit Card,Bi-Weekly
3202,46,Female,Pants,Clothing,66,Vermont,S,Indigo,Spring,4.8,No,Next Day Air,No,No,34,Cash,Bi-Weekly
3203,65,Female,Scarf,Accessories,7,Wisconsin,L,Green,Winter,2.6,No,Standard,No,No,38,Venmo,Fortnightly
3204,63,Female,Coat,Outerwear,69,New Jersey,L,Teal,Spring,4.2,No,Next Day Air,No,No,14,Venmo,Every 3 Months
3205,57,Female,Jacket,Outerwear,169,New Mexico,XL,Lavender,Fall,4.7,No,Express,No,No,23,Debit Card,Monthly
3206,40,Female,Hoodie,Clothing,53,Colorado,XL,Magenta,Fall,4.5,No,Next Day Air,No,No,50,Bank Transfer,Weekly
3207,36,Female,Boots,Footwear,66,California,M,Brown,Spring,3.5,No,2-Day Shipping,No,No,49,PayPal,Weekly
3208,67,Female,Socks,Clothing,3,Arizona,XL,Beige,Summer,2.6,No,Store Pickup,No,No,14,PayPal,Every 3 Months
3209,61,Female,Jewelry,Accessories,41,Indiana,L,Indigo,Fall,4.0,No,2-Day Shipping,No,No,42,PayPal,Weekly
3210,64,Female,Shoes,Footwear,63,Arkansas,L,Peach,Spring,3.9,No,2-Day Shipping,No,No,39,Debit Card,Fortnightly
3211,30,Female,Socks,Clothing,18,Nevada,M,Magenta,Summer,4.6,No,Next Day Air,No,No,43,Venmo,Weekly
3212,53,Female,Pants,Clothing,17,Rhode Island,L,Turquoise,Summer,4.2,No,Next Day Air,No,No,12,Cash,Every 3 Months
3213,27,Female,Sneakers,Footwear,22,Wyoming,M,Indigo,Summer,3.8,No,Next Day Air,No,No,21,Debit Card,Monthly
3214,27,Female,Sunglasses,Accessories,18,Texas,M,Brown,Summer,3.6,No,Free Shipping,No,No,33,Credit Card,Bi-Weekly
3215,53,Female,Skirt,Clothing,21,Washington,M,Yellow,Fall,4.4,No,Express,No,No,6,Debit Card,Quarterly
3216,34,Female,Coat,Outerwear,175,Rhode Island,M,Magenta,Winter,4.6,No,Next Day Air,No,No,10,PayPal,Quarterly
3217,39,Female,Hoodie,Clothing,51,Illinois,S,Olive,Winter,4.1,No,Free Shipping,No,No,18,Cash,Every 3 Months
3218,44,Female,Sunglasses,Accessories,10,Oregon,M,Silver,Summer,2.6,No,Free Shipping,No,No,46,Venmo,Weekly
3219,37,Female,Skirt,Clothing,27,Florida,M,Teal,Summer,4.7,No,Store Pickup,No,No,49,PayPal,Weekly
3220,57,Female,Coat,Outerwear,144,Kansas,L,White,Fall,4.8,No,Store Pickup,No,No,39,Credit Card,Fortnightly
3221,38,Female,Handbag,Accessories,176,North Dakota,M,Blue,Summer,4.7,No,Store Pickup,No,No,16,Cash,Every 3 Months
3222,21,Female,T-shirt,Clothing,45,New Hampshire,M,Yellow,Summer,4.4,No,Store Pickup,No,No,28,Cash,Monthly
3223,45,Female,Sunglasses,Accessories,12,Texas,S,Maroon,Summer,3.8,No,Next Day Air,No,No,22,PayPal,Monthly
3224,68,Female,Shirt,Clothing,27,Montana,S,Gray,Summer,4.2,No,2-Day Shipping,No,No,36,Venmo,Fortnightly
3225,37,Female,Hoodie,Clothing,31,Delaware,L,Indigo,Spring,4.4,No,Express,No,No,18,PayPal,Every 3 Months
3226,53,Female,Blouse,Clothing,36,New Hampshire,M,Pink,Summer,3.5,No,Standard,No,No,31,Credit Card,Bi-Weekly
3227,57,Female,Sneakers,Footwear,40,Minnesota,XL,Beige,Summer,5.0,No,Store Pickup,No,No,38,Bank Transfer,Fortnightly
3228,28,Female,Scarf,Accessories,15,Alaska,XL,White,Fall,4.6,No,Store Pickup,No,No,42,Debit Card,Weekly
3229,37,Female,Jewelry,Accessories,104,Connecticut,M,Yellow,Fall,4.3,No,Store Pickup,No,No,27,PayPal,Monthly
3230,54,Female,Pants,Clothing,32,Connecticut,M,Teal,Fall,3.5,No,Standard,No,No,24,Cash,Monthly
3231,49,Female,Sneakers,Footwear,48,Kansas,M,Olive,Summer,3.6,No,Next Day Air,No,No,38,Debit Card,Fortnightly
3232,62,Female,Shoes,Footwear,43,Nevada,M,Maroon,Spring,4.1,No,Free Shipping,No,No,9,Credit Card,Quarterly
3233,45,Female,T-shirt,Clothing,16,Massachusetts,M,White,Spring,3.8,No,Standard,No,No,19,Bank Transfer,Every 3 Months
3234,45,Female,Belt,Accessories,12,Indiana,M,Lavender,Winter,4.3,No,Store Pickup,No,No,11,Debit Card,Every 3 Months
3235,49,Female,Jewelry,Accessories,193,Washington,M,Black,Winter,4.7,No,Express,No,No,16,Debit Card,Every 3 Months
3236,27,Female,Belt,Accessories,18,Kansas,M,Green,Winter,4.2,No,Standard,No,No,18,Venmo,Every 3 Months
3237,63,Female,Belt,Accessories,7,South Carolina,L,Olive,Fall,2.8,No,Store Pickup,No,No,8,Cash,Quarterly
3238,61,Female,T-shirt,Clothing,19,Vermont,M,Gray,Summer,3.9,No,2-Day Shipping,No,No,4,Cash,Annually
3239,25,Female,Sneakers,Footwear,14,Wyoming,XL,Teal,Summer,3.7,No,Next Day Air,No,No,37,Cash,Fortnightly
3240,33,Female,Sunglasses,Accessories,9,Colorado,M,Charcoal,Summer,2.5,No,Store Pickup,No,No,30,Cash,Monthly
3241,56,Female,Sandals,Footwear,67,West Virginia,M,Violet,Fall,3.7,No,Next Day Air,No,No,37,Bank Transfer,Fortnightly
3242,50,Female,Handbag,Accessories,102,Connecticut,M,Lavender,Summer,4.3,No,Next Day Air,No,No,30,PayPal,Monthly
3243,45,Female,Socks,Clothing,9,Oregon,S,Beige,Spring,3.3,No,Store Pickup,No,No,17,Venmo,Every 3 Months
3244,45,Female,Hoodie,Clothing,31,Idaho,L,Black,Spring,3.7,No,2-Day Shipping,No,No,11,Bank Transfer,Every 3 Months
3245,65,Female,Sweater,Clothing,47,Arkansas,M,Black,Spring,4.2,No,Free Shipping,No,No,42,Credit Card,Weekly
3246,63,Female,Pants,Clothing,26,Kansas,M,Purple,Spring,4.6,No,Next Day Air,No,No,20,Cash,Every 3 Months
3247,70,Female,Sneakers,Footwear,34,Michigan,M,Magenta,Summer,3.5,No,Next Day Air,No,No,37,Cash,Fortnightly
3248,53,Female,Gloves,Accessories,15,Arkansas,M,Teal,Fall,4.8,No,Store Pickup,No,No,12,PayPal,Every 3 Months
3249,22,Female,T-shirt,Clothing,32,Pennsylvania,S,Teal,Summer,4.6,No,Store Pickup,No,No,41,Bank Transfer,Weekly
3250,26,Female,Backpack,Accessories,22,Virginia,M,Pink,Winter,4.2,No,2-Day Shipping,No,No,32,Credit Card,Bi-Weekly
3251,23,Female,Coat,Outerwear,42,Minnesota,M,Teal,Fall,4.3,No,Next Day Air,No,No,15,Venmo,Every 3 Months
3252,25,Female,Coat,Outerwear,50,Nevada,M,Gold,Winter,4.5,No,Express,No,No,39,Venmo,Fortnightly
3253,69,Female,Sandals,Footwear,56,Montana,L,Brown,Spring,3.8,No,2-Day Shipping,No,No,48,Credit Card,Weekly
3254,36,Female,Backpack,Accessories,27,Nebraska,M,Brown,Summer,4.7,No,Store Pickup,No,No,8,Venmo,Quarterly
3255,21,Female,Sweater,Clothing,37,Indiana,S,Magenta,Fall,4.6,No,Express,No,No,11,Bank Transfer,Every 3 Months
3256,57,Female,Shorts,Clothing,62,New Jersey,M,Black,Spring,3.7,No,2-Day Shipping,No,No,36,Bank Transfer,Fortnightly
3257,60,Female,Sunglasses,Accessories,17,Wisconsin,L,Teal,Summer,3.9,No,2-Day Shipping,No,No,50,Venmo,Weekly
3258,44,Female,Shirt,Clothing,32,Minnesota,M,Brown,Winter,3.8,No,Next Day Air,No,No,39,Venmo,Fortnightly
3259,31,Female,Shoes,Footwear,100,New Jersey,M,Magenta,Spring,4.6,No,Store Pickup,No,No,11,Credit Card,Every 3 Months
3260,57,Female,Hat,Accessories,17,Oklahoma,XL,Indigo,Spring,3.8,No,2-Day Shipping,No,No,5,Debit Card,Quarterly
3261,39,Female,Scarf,Accessories,11,Wisconsin,M,Violet,Spring,3.2,No,Standard,No,No,7,Credit Card,Quarterly
3262,48,Female,Belt,Accessories,19,Rhode Island,L,Cyan,Fall,4.3,No,Next Day Air,No,No,50,Debit Card,Weekly
3263,42,Female,T-shirt,Clothing,69,Indiana,M,Violet,Summer,4.8,No,Next Day Air,No,No,21,Cash,Monthly
3264,56,Female,Shorts,Clothing,44,Vermont,S,Black,Spring,4.2,No,2-Day Shipping,No,No,31,Debit Card,Bi-Weekly
3265,28,Female,Pants,Clothing,49,Maine,S,Charcoal,Winter,4.8,No,Next Day Air,No,No,39,Cash,Fortnightly
3266,40,Female,Sunglasses,Accessories,19,Alabama,M,White,Summer,4.2,No,Free Shipping,No,No,28,Credit Card,Monthly
3267,49,Female,Coat,Outerwear,173,Alabama,S,Gray,Spring,4.3,No,Express,No,No,33,Bank Transfer,Bi-Weekly
3268,37,Female,Hoodie,Clothing,14,Idaho,L,Pink,Spring,3.8,No,Standard,No,No,42,Credit Card,Weekly
3269,22,Female,Dress,Clothing,34,Arkansas,M,Cyan,Summer,4.5,No,Express,No,No,5,Bank Transfer,Quarterly
3270,27,Female,Blouse,Clothing,65,Ohio,M,Blue,Winter,4.5,No,Express,No,No,25,Cash,Monthly
3271,59,Female,Socks,Clothing,14,Illinois,M,Indigo,Fall,4.0,No,Next Day Air,No,No,48,PayPal,Weekly
3272,35,Female,Socks,Clothing,17,Nevada,XL,Magenta,Summer,4.8,No,Next Day Air,No,No,30,Credit Card,Monthly
3273,58,Female,Shoes,Footwear,78,Texas,M,Lavender,Fall,4.0,No,Standard,No,No,34,PayPal,Bi-Weekly
3274,58,Female,Belt,Accessories,14,Nevada,S,Orange,Winter,3.6,No,Free Shipping,No,No,34,PayPal,Bi-Weekly
3275,46,Female,Sweater,Clothing,43,Oklahoma,M,Cyan,Fall,4.8,No,Express,No,No,14,Cash,Every 3 Months
3276,43,Female,Pants,Clothing,15,Alabama,XL,Green,Spring,4.9,No,Store Pickup,No,No,2,Debit Card,Annually
